,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10,498460,S SIERRA FOOTHILLS (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,93,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",11
11,498459,SE S.J. VALLEY (ZONE), ,01/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,82727,Z,92,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of January, 2014.  Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley.  For California as a whole, 2013 was the driest year on record. As  the 2013-2014 winter progresses, little rain has fallen across California. ||On January 17th, Governor Jerry Brown declared a drought emergency for the entire state of California. Impacts to the region included: loss of ground water pumping ability, aggressive conservation efforts within many valley communities, lack of well drilling access, ground subsidence along the west side of the San Joaquin Valley, and increasing unemployment due to lack of agricultural employment.  ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.||January, 2014 was the 2nd warmest on record in both Bakersfield and Fresno, at 54.2 degrees and 53.2 degrees, respectively.  January was the 7th driest on record for Bakersfield, at 0.12 inches, and the 26th driest at Fresno, with 0.57 inches.",12
12,510020,S SIERRA MTNS (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,96,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",13
13,510019,KERN CTY MTNS (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,95,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",14
14,510018,TULARE CTY FOOTHILLS (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,94,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",15
15,510017,S SIERRA FOOTHILLS (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,93,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",16
16,510016,SE S.J. VALLEY (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,92,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",17
17,510015,SW S.J. VALLEY (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,91,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",18
18,510014,E CENTRAL S.J. VALLEY (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,90,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",19
19,510013,W CENTRAL S.J. VALLEY (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,89,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",20
20,510023,SE KERN CTY DESERT (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,99,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",21
21,510022,INDIAN WELLS VLY (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,98,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",22
22,510021,TULARE CTY MTNS (ZONE), ,02/01/2014,0,Drought, , ,0,0,0,0,CA,PST-8, ,84477,Z,97,HNX,0,0,Emergency Manager, , , , , , , , , , , , ,,"The California drought continued in full force during the month of February, 2014. Extreme drought was detected by the U.S. Drought Monitor for much of the region, with exceptional drought detected along the west side of the San Joaquin Valley. For California as a whole, 2013 was the driest year on record. As the 2013-2014 winter progresses, little rain has fallen across California. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. For the first time on record, red flag warnings were issued in January for not only the Southern Sierra Nevada and the Tehachapi Mountains but also the south end of the San Joaquin Valley.",23
